Agent,Market,Difference,Strategy Wins (%)
0.7672926853596593,0.9029176585484953,-0.13562497318883593,
0.8602047536651135,1.236019318759532,-0.3758145650944186,
0.7118063724572965,0.8938953909091808,-0.1820890184518843,
0.6397952410508578,1.1711631231016613,-0.5313678820508034,
0.9858629810326206,0.8839982851129599,0.10186469591966074,
0.720902232239512,1.2412054794520557,-0.5203032472125437,
0.7608079060116076,0.9732850548110562,-0.21247714879944857,
0.8000675605099589,0.7427082998359976,0.05735926067396124,
0.8086359879227798,0.8540508950724872,-0.04541490714970742,
0.7748104861625849,1.1853888683247273,-0.4105783821621425,
0.9197513307584069,1.1896070995203332,-0.2698557687619263,
0.8062693199590494,1.163448660714287,-0.3571793407552377,
0.80322134473584,0.8997367098784057,-0.09651536514256576,
1.0542102390106762,0.8389168097523894,0.21529342925828687,
0.8104139478702707,0.9524972409420702,-0.14208329307179957,
0.8094111503096799,0.9066681053085877,-0.09725695499890774,
0.7351855195400947,1.9265140168201798,-1.191328497280085,
0.7296257364187604,0.9237229636447307,-0.19409722722597034,
0.7544643305152489,0.8461648689489865,-0.0917005384337376,
0.7869287601489677,0.870802675585284,-0.08387391543631628,
0.6541894903814095,0.7662324393358875,-0.11204294895447797,
0.6224706426612479,0.8609280710272604,-0.23845742836601258,
0.5865620277002925,0.8291797959729986,-0.2426177682727061,
0.8235220590510628,0.959006250451624,-0.13548419140056123,
0.8364053968253494,0.9668645454545433,-0.13045914862919383,
0.8466752133691442,1.1083053767340647,-0.2616301633649205,
0.8514963028278217,0.8769867932055339,-0.025490490377712116,
0.8045313636304142,1.0747107438016534,-0.2701793801712392,
0.8595818154630486,0.9369713315003245,-0.07738951603727595,
0.7682587019856132,0.865221075766588,-0.09696237378097483,
0.8479411025733543,1.1059966499162484,-0.25805554734289404,
0.8414787315075501,1.1295842404128684,-0.2881055089053183,
0.8193960589492398,0.872657856093978,-0.05326179714473811,
0.7229941798926031,0.9796454232734214,-0.25665124338081835,
0.8287969063721787,1.62687685072287,-0.7980799443506912,
0.8266803539271673,1.6903765690376569,-0.8636962151104896,
0.7718241024339423,0.9979284542356065,-0.22610435180166422,
1.1234819555179267,1.009937420274084,0.11354453524384267,
0.6147639172261933,1.6680152671755732,-1.05325134994938,
0.7727307620296657,1.0675549871641752,-0.29482422513450945,
0.7182171535685653,0.8367608505680171,-0.11854369699945178,
0.7775754871699747,1.0581457673155272,-0.2805702801455525,
0.7734721502212545,1.1192803745995235,-0.34580822437826897,
0.928670317100489,0.9819872588724889,-0.05331694177199997,
0.513659058793478,0.8613163725110593,-0.34765731371758135,
0.5810604658403864,1.988906497622821,-1.4078460317824346,
0.7508490473494798,0.9321939733855384,-0.18134492603605867,
0.7895065180406468,0.4978440432735238,0.291662474767123,
0.7996676015362967,0.9575885602859927,-0.15792095874969603,
0.7424161617584587,0.7005020431990664,0.04191411855939231,
0.8007616614460076,0.9814345168422419,-0.18067285539623434,
0.6680182986216606,1.1295348837209287,-0.4615165850992681,
0.6723012856600875,1.0656695960654663,-0.3933683104053788,
0.7968212332358423,1.3646749055081326,-0.5678536722722903,
0.7891204869420344,1.054565701559021,-0.26544521461698667,
1.1060507994271536,0.9882477287564696,0.11780307067068396,
0.8888736663161626,1.0599645305298746,-0.171090864213712,
0.8232517738310515,1.0220541902961546,-0.1988024164651031,
0.871931967200804,0.8420509849362683,0.029880982264535727,
0.7732164598567057,0.8529372674109514,-0.07972080755424571,
0.795567999104111,1.2848961148141476,-0.48932811571003654,
0.7832421888563602,0.8118130421041541,-0.028570853247793848,
0.8167989846297795,0.9862737700575539,-0.1694747854277744,
0.7212694770380229,0.9787425486446975,-0.25747307160667454,
0.831136231496175,1.0223978201634885,-0.19126158866731346,
0.673974701870081,1.0691389743416364,-0.3951642724715554,
0.9127558387842933,1.2251900831391676,-0.3124342443548742,
0.7463101006812962,1.0095182388599386,-0.2632081381786424,
0.7724965730316073,1.3570776718718303,-0.5845810988402229,
0.9674151387416036,1.2142977856292658,-0.24688264688766226,
0.7295285575066238,1.1404167574311352,-0.4108881999245114,
1.040042688644177,1.3278234557433666,-0.28778076709918965,
0.8167571397326748,0.9571542623968768,-0.140397122664202,
0.8975758139521394,0.882185643564356,0.015390170387783342,
0.141879399344596,0.42448091603053395,-0.2826015166859379,
0.9222395356453059,0.9546435578809677,-0.032404022235661745,
0.825778632007408,1.051306977748975,-0.225528345741567,
1.0014432839035368,0.9112676056338044,0.09017567826973238,
0.856333851577174,1.1126890446329765,-0.25635519305580245,
0.2922498702080957,1.0212765957446799,-0.7290267255365842,
0.7485942233705183,1.0393846153846171,-0.29079039201409884,
0.7674197041826635,1.485240601815392,-0.7178208976327286,
0.6335995685997013,0.8000215369705159,-0.16642196837081458,
0.8458985968605833,1.0890600966820458,-0.2431614998214625,
0.9606433876521356,1.149461566046492,-0.18881817839435633,
0.7276889105882117,0.9176130037853489,-0.1899240931971372,
0.7881094608375064,1.3695267175572534,-0.581417256719747,
0.9255418582271298,1.8738944694607995,-0.9483526112336698,
0.7458101302451716,0.9479369269241447,-0.20212679667897304,
0.8944630731785628,1.2525200239742833,-0.35805695079572053,
0.7257969303591747,0.9027698532671088,-0.1769729229079341,
0.7289182978217021,1.259728460361884,-0.5308101625401818,
0.6361827746888962,1.0249910497633177,-0.3888082750744215,
0.7644293561286641,0.9727755644090298,-0.20834620828036565,
1.042295496067304,0.9433236958911903,0.09897180017611384,
0.9157581365738474,1.155958768228085,-0.24020063165423755,
0.8131016801600234,1.0607976653696485,-0.2476959852096251,
